STUDID,Sexe,Cycle,Grade,Programme,Premier_Trim,Dernier_Trim,Nb_trim_complete,Moyenne,ANNEE
10120872,F,2,Maitrise professionn,Génie chimique,20173,20191,5,3.67,2018/19
10207793,M,2,Maitrise professionn,Génie chimique,20173,20191,5,3.53,2018/19
10120874,F,2,Maitrise professionn,Génie chimique,20181,20191,4,3.57,2018/19
10207795,M,2,Maitrise professionn,Génie mécanique,20173,20183,4,3.43,2018/19
10120876,F,2,Maitrise recherche,Mathématiques appliquées,20171,20182,5,3.72,2017/18
10207797,M,2,Maitrise recherche,Génie informatique,20172,20182,5,3.82,2017/18
10120878,M,2,Maitrise professionn,Génie industriel,20172,20181,5,3.73,2017/18
10120880,M,2,Maitrise recherche,Génie industriel,20171,20181,4,3.59,2017/18
10207801,M,2,Maitrise professionn,Génie aérospatial,20171,20181,4,3.80,2017/18
10120882,M,2,Maitrise professionn,Génie industriel,20171,20173,3,3.77,2017/18
10207803,F,2,Maitrise professionn,Génie énergétique,20171,20181,3,3.80,2017/18
10120884,M,2,Maitrise professionn,Génie énergétique,20171,20181,4,3.83,2017/18
10207805,F,2,Maitrise professionn,Génie électrique,20171,20182,5,3.97,2017/18
10120886,M,2,Maitrise professionn,Génie aérospatial,20171,20181,4,3.55,2017/18
10207807,M,2,Maitrise recherche,Génie chimique,20171,20192,8,3.91,2018/19
10120888,F,2,Maitrise professionn,Génie énergétique,20171,20181,4,3.83,2017/18
10120900,M,2,Maitrise recherche,Génie mécanique,20163,20183,7,3.19,2018/19
10120944,F,2,Maitrise recherche,Génie mécanique,20172,20192,7,4.00,2018/19
10207881,M,1,Certificat,Cybersécurité des réseaux informatiques,20173,20191,4,2.85,2018/19
10120962,M,2,Maitrise recherche,Génie industriel,20163,20201,9,3.43,2019/20
10207883,F,2,Maitrise professionn,Génie industriel,20171,20181,4,3.80,2017/18
10120972,M,2,Maitrise professionn,Génie aérospatial,20171,20191,5,3.03,2018/19
10207893,M,2,Maitrise professionn,Génie informatique,20171,20181,4,3.73,2017/18
10120974,F,2,Maitrise professionn,Génie énergétique,20171,20182,4,3.77,2017/18
10207895,M,2,Maitrise professionn,Génie mécanique,20171,20173,3,3.90,2017/18
10120976,M,2,Maitrise professionn,Génie industriel,20171,20181,3,3.77,2017/18
10207897,F,2,Maitrise professionn,Génie biomédical,20171,20173,3,3.34,2017/18
10120978,M,2,Maitrise professionn,Génie industriel,20171,20181,4,3.67,2017/18
10207899,M,2,Maitrise recherche,Génie informatique,20173,20182,4,3.97,2017/18
10120980,M,2,Maitrise professionn,Génie informatique,20171,20182,5,3.67,2017/18
10207901,M,2,Maitrise professionn,Génie aérospatial,20171,20181,4,3.93,2017/18
10207903,M,2,Maitrise professionn,Génie informatique,20171,20181,4,3.90,2017/18
10120984,F,2,Maitrise professionn,Génie énergétique,20171,20181,3,4.00,2017/18
10120986,M,3,Doctorat,Mathématiques,20173,20193,5,4.00,2019/20
10207907,F,2,Maitrise professionn,Génie aérospatial,20171,20181,4,4.00,2017/18
10120988,M,2,Maitrise recherche,Génie aérospatial,20171,20183,6,3.91,2018/19
10207909,F,2,Maitrise professionn,Génie industriel,20171,20173,3,3.47,2017/18
10121044,M,2,Maitrise recherche,Génie informatique,20171,20183,5,4.00,2018/19
10121046,F,2,Maitrise recherche,Génie biomédical,20163,20191,8,3.57,2018/19
10121060,F,2,Maitrise professionn,Génie industriel,20163,20181,5,3.87,2017/18
10121066,F,2,Maitrise recherche,Génie civil,20171,20191,7,3.34,2018/19
10207987,M,2,Maitrise professionn,Génie énergétique,20171,20182,5,3.40,2017/18
10121068,M,2,Maitrise professionn,Génie électrique,20171,20173,3,3.93,2017/18
10207989,M,2,Maitrise professionn,Génie mécanique,20171,20173,3,3.97,2017/18
10207991,M,2,Maitrise professionn,Génie mécanique,20163,20183,5,3.60,2018/19
10121074,M,2,Maitrise professionn,Génie industriel,20171,20173,4,3.70,2017/18
10121076,M,2,Maitrise professionn,Génie énergétique,20171,20182,5,3.57,2017/18
10121154,M,2,Maitrise professionn,Génie mécanique,20173,20191,4,3.90,2018/19
10121158,F,2,Maitrise professionn,Génie biomédical,20171,20182,5,3.79,2017/18
10208079,F,2,Maitrise professionn,Génie industriel,20171,20181,4,4.00,2017/18
10208085,M,2,Maitrise recherche,Génie électrique,20163,20183,7,3.56,2018/19
10121182,F,1,Certificat,Cyberenquête,20163,20181,4,2.70,2017/18
10121192,F,2,Maitrise professionn,Génie biomédical,20173,20183,5,3.77,2018/19
10208113,M,2,Maitrise professionn,Génie biomédical,20171,20183,5,3.58,2018/19
10208119,M,1,Certificat,Design et fabrication,20163,20182,4,3.40,2017/18
10121210,M,2,Maitrise professionn,Génie électrique,20171,20183,5,3.83,2018/19
10208143,M,2,Maitrise professionn,Génie industriel,20171,20183,5,3.07,2018/19
10121232,M,1,Certificat,Cybersécurité des réseaux informatiques,20163,20183,5,2.77,2018/19
10121278,M,1,Certificat,Techn. avancées en prévention des incendies,20163,20193,7,3.75,2019/20
10208199,M,1,Certificat,Cyberenquête,20183,20193,4,2.95,2019/20
10208205,F,2,Maitrise recherche,Génie industriel,20172,20191,7,3.44,2018/19
10121288,M,2,Maitrise recherche,Génie minéral,20171,20172,7,3.50,2016/17
10208211,M,2,Maitrise professionn,Génie mécanique,20171,20183,5,3.67,2018/19
10121294,F,2,Maitrise recherche,Génie biomédical,20171,20182,5,4.00,2017/18
10208215,M,2,Maitrise professionn,Génie énergétique,20171,20181,4,3.80,2017/18
10208217,M,2,Maitrise professionn,Génie énergétique,20172,20182,4,3.77,2017/18
10208221,M,2,Maitrise professionn,Génie civil,20171,20181,4,3.38,2017/18
10208223,M,2,Maitrise professionn,Génie civil,20171,20181,4,3.41,2017/18
10208225,F,1,Bac,Génie chimique,20163,20181,4,3.12,2017/18
10208227,M,2,Maitrise professionn,Génie chimique,20171,20181,4,3.20,2017/18
10121308,M,2,Maitrise recherche,Génie mécanique,20181,20192,5,4.00,2018/19
10121310,M,2,Maitrise professionn,Génie chimique,20171,20181,4,3.83,2017/18
10121312,M,2,Maitrise recherche,Génie chimique,20171,20182,5,3.65,2017/18
10208235,M,2,Maitrise professionn,Génie aérospatial,20171,20181,4,3.89,2017/18
10121316,M,1,Certificat,Ingénierie,20163,20171,2,3.50,2016/17
10208237,M,2,Maitrise recherche,Génie civil,20171,20191,7,3.79,2018/19
10121318,F,2,Maitrise recherche,Mathématiques appliquées,20171,20182,5,3.74,2017/18
10121332,M,2,Maitrise professionn,Génie aérospatial,20171,20181,4,3.71,2017/18
10208253,M,2,Maitrise recherche,Génie aérospatial,20171,20183,6,3.91,2018/19
10121336,F,2,Maitrise recherche,Génie civil,20171,20182,5,3.91,2017/18
10121380,M,2,Maitrise recherche,Génie mécanique,20171,20182,5,4.00,2017/18
10121416,M,1,Certificat,Techn. biomédicales-instrum.(stage),20163,20172,3,2.80,2016/17
10121440,M,1,Certificat,Cybersécurité des réseaux informatiques,20163,20183,5,3.30,2018/19
10121452,M,2,Maitrise professionn,Génie informatique,20171,20183,5,3.47,2018/19
10208373,M,2,Maitrise recherche,Génie électrique,20173,20193,5,4.00,2019/20
10208397,F,1,Bac,Génie chimique,20163,20201,8,2.90,2019/20
10121486,M,1,Certificat,Cybersécurité des réseaux informatiques,20163,20183,5,3.50,2018/19
10121494,M,2,Maitrise recherche,Génie mécanique,20173,20183,5,3.78,2018/19
10208423,M,2,Maitrise recherche,Mathématiques appliquées,20163,20182,6,4.00,2017/18
10208443,F,1,Certificat,Cyberenquête,20163,20183,4,3.60,2018/19
10208443,F,1,Certificat,Cyberfraude,20183,20201,5,3.70,2019/20
10208467,M,1,Certificat,Cybersécurité des réseaux informatiques,20171,20183,3,2.55,2018/19
10208467,M,1,Certificat,Cyberenquête,20181,20193,5,2.18,2019/20
10208467,M,1,Certificat,Cyberfraude,20183,20193,3,1.90,2019/20
10121556,M,2,Maitrise recherche,Génie industriel,20171,20191,7,3.06,2018/19
10208505,M,2,Maitrise professionn,Génie industriel,20171,20181,5,3.93,2017/18
10121640,M,1,Certificat,Cybersécurité des réseaux informatiques,20171,20183,4,3.30,2018/19
10121646,M,1,Bac,Génie informatique,20163,20201,9,3.81,2019/20
10121648,F,1,Bac,Génie informatique,20163,20201,8,2.95,2019/20
10121650,M,1,Certificat,Cybersécurité des réseaux informatiques,20163,20182,4,3.70,2017/18
10121650,M,1,Certificat,Cyberenquête,20182,20192,4,3.80,2018/19
10121678,M,1,Certificat,Techn. biomédicales-instrum.(stage),20163,20172,3,2.05,2016/17
10208609,M,2,Maitrise recherche,Génie minéral,20171,20172,2,3.30,2016/17
10121692,F,1,Certificat,Cyberenquête,20163,20193,6,3.50,2019/20
10208623,F,1,Certificat,Cyberenquête,20171,20201,7,3.60,2019/20
10121738,F,1,Certificat,Cybersécurité des réseaux informatiques,20183,20191,2,3.38,2018/19
10121746,M,2,Maitrise recherche,Génie civil,20181,20191,5,3.16,2018/19
10208667,F,1,Certificat,Mécanique du bâtiment,20163,20181,4,3.35,2017/18
10208703,F,1,Certificat,Bâtiment durable,20171,20191,5,3.60,2018/19
10121880,M,1,Certificat,Techn. biomédicales-instrum.(stage),20173,20183,3,2.23,2018/19
10208801,M,1,Certificat,Aéronautique,20171,20193,7,3.90,2019/20
10208805,M,2,Maitrise recherche,Génie physique,20201,20201,6,3.55,2019/20
10208825,F,1,Bac,Génie logiciel,20171,20201,7,2.41,2019/20
10208831,M,2,Maitrise recherche,Génie mécanique,20193,20201,6,3.73,2019/20
10121966,F,2,Maitrise recherche,Génie informatique,20183,20192,4,3.07,2018/19
10208887,M,1,Certificat,Cyberenquête,20171,20182,4,3.15,2017/18
10208887,M,1,Certificat,Cybersécurité des réseaux informatiques,20192,20201,4,3.30,2019/20
10208887,M,1,Certificat,Cyberfraude,20183,20191,2,3.55,2018/19
10208897,F,1,Bac,Génie mécanique,20171,20201,7,3.90,2019/20
10122010,M,2,Maitrise professionn,Génie industriel,20173,20182,4,3.50,2017/18
10208941,M,1,Certificat,Cybersécurité des réseaux informatiques,20171,20193,6,3.50,2019/20
10122022,M,2,Maitrise recherche,Génie minéral,20171,20191,7,3.74,2018/19
10208979,M,2,Maitrise recherche,Mathématiques appliquées,20172,20182,4,3.89,2017/18
10209023,F,2,Maitrise professionn,Génie industriel,20171,20181,4,3.90,2017/18
10209027,F,2,Maitrise professionn,Génie industriel,20173,20183,4,3.67,2018/19
10122110,F,1,Certificat,Cyberenquête,20171,20191,5,3.50,2018/19
10209053,F,2,Maitrise professionn,Génie civil,20172,20183,5,3.43,2018/19
10209065,M,1,Certificat,Cybersécurité des réseaux informatiques,20171,20193,6,2.80,2019/20
10122172,F,2,Maitrise professionn,Génie industriel,20171,20183,5,3.27,2018/19
10122182,M,2,Maitrise recherche,Génie chimique,20171,20183,6,3.80,2018/19
10209103,M,2,Maitrise professionn,Génie industriel,20181,20182,4,3.93,2017/18
10209125,M,1,Certificat,Cybersécurité des réseaux informatiques,20171,20191,5,3.95,2018/19
10122206,M,1,Certificat,Cyberfraude,20171,20193,5,3.30,2019/20
10122208,F,2,Maitrise recherche,Génie civil,20181,20183,4,3.91,2018/19
10209131,M,2,Maitrise professionn,Génie informatique,20173,20192,7,3.40,2018/19
10209133,F,2,Maitrise recherche,Génie minéral,20172,20173,7,3.81,2017/18
10122226,M,2,Maitrise professionn,Génie énergétique,20171,20191,7,3.51,2018/19
10122234,F,2,Maitrise professionn,Génie mécanique,20171,20182,4,3.93,2017/18
10122242,F,1,Bac,Génie électrique,20171,20201,7,3.78,2019/20
10209189,M,2,Maitrise recherche,Génie chimique,20172,20193,8,3.44,2019/20
10209199,F,2,Maitrise recherche,Génie physique,20172,20191,7,3.82,2018/19
10209211,M,1,Certificat,Cybersécurité des réseaux informatiques,20171,20181,3,3.35,2017/18
10122330,M,2,Maitrise professionn,Génie civil,20173,20183,5,3.08,2018/19
10122336,M,2,Maitrise recherche,Génie minéral,20173,20201,7,3.16,2019/20
10209313,M,1,Certificat,Cybersécurité des réseaux informatiques,20171,20192,6,3.10,2018/19
10209315,M,1,Certificat,Cyberenquête,20171,20191,5,3.50,2018/19
10122402,M,1,Certificat,Cyberenquête,20171,20183,4,2.33,2018/19
10209323,M,1,Certificat,Cyberenquête,20181,20201,4,2.73,2019/20
10209323,M,1,Certificat,Cybersécurité des réseaux informatiques,20171,20183,2,2.70,2018/19
10122404,M,1,Certificat,Cyberenquête,20171,20183,5,4.00,2018/19
10122404,M,1,Certificat,Cybersécurité des réseaux informatiques,20173,20193,5,3.85,2019/20
10122406,M,2,Maitrise professionn,Génie mécanique,20172,20192,6,3.27,2018/19
10209333,M,1,Bac,Génie logiciel,20171,20201,7,3.63,2019/20
10122432,M,2,Maitrise recherche,Génie industriel,20173,20193,7,3.81,2019/20
10209361,F,2,Maitrise recherche,Génie industriel,20173,20191,5,3.91,2018/19
10209363,M,1,Certificat,Cyberenquête,20171,20183,4,3.00,2018/19
10122444,M,1,Certificat,Aéronautique,20171,20191,5,3.25,2018/19
10209401,M,2,Maitrise recherche,Génie minéral,20172,20172,5,3.44,2016/17
10122488,M,2,Maitrise recherche,Génie électrique,20192,20201,7,3.91,2019/20
10122490,F,2,Maitrise professionn,Génie civil,20171,20183,6,4.00,2018/19
10209523,M,1,Certificat,Cybersécurité des réseaux informatiques,20171,20183,3,3.45,2018/19
10209523,M,1,Certificat,Cyberfraude,20181,20191,3,2.85,2018/19
10209525,M,1,Certificat,Cybersécurité des réseaux informatiques,20171,20181,3,2.40,2017/18
10209531,M,1,Certificat,Aéronautique,20171,20191,5,3.60,2018/19
10209537,M,1,Certificat,Électricité du bâtiment,20171,20191,5,3.25,2018/19
10209559,F,1,Certificat,Techn. biomédicales-instrum.(stage),20173,20182,3,3.25,2017/18
10122656,M,1,Certificat,Cybersécurité des réseaux informatiques,20171,20191,5,3.75,2018/19
10122658,M,1,Certificat,Cybersécurité des réseaux informatiques,20173,20181,2,3.70,2017/18
10209579,M,1,Certificat,Cybersécurité des réseaux informatiques,20171,20191,5,3.10,2018/19
10122660,M,1,Certificat,Cybersécurité des réseaux informatiques,20171,20183,4,3.05,2018/19
10209587,M,1,Certificat,Bâtiment durable,20171,20193,6,3.60,2019/20
10209589,M,1,Certificat,Cybersécurité des réseaux informatiques,20171,20181,3,3.14,2017/18
10122684,M,2,Maitrise recherche,Génie minéral,20172,20183,6,3.90,2018/19
10209631,M,1,Certificat,Cybersécurité des réseaux informatiques,20173,20191,4,3.17,2018/19
10209637,M,1,Certificat,Cybersécurité des réseaux informatiques,20181,20191,4,3.85,2018/19
10209641,M,1,Certificat,Cyberfraude,20181,20191,3,3.70,2018/19
10122722,M,1,Certificat,Cybersécurité des réseaux informatiques,20171,20201,7,3.95,2019/20
10122724,M,1,Certificat,Cybersécurité des réseaux informatiques,20171,20181,3,2.85,2017/18
10122744,F,2,Maitrise professionn,Génie industriel,20172,20183,5,3.57,2018/19
10209669,M,2,Maitrise recherche,Génie biomédical,20172,20191,6,4.00,2018/19
10209747,M,2,Maitrise professionn,Génie aérospatial,20173,20193,7,4.00,2019/20
10209749,F,2,Maitrise recherche,Génie chimique,20173,20192,6,3.00,2018/19
10209751,M,2,Maitrise recherche,Génie informatique,20173,20191,5,3.57,2018/19
10209755,M,2,Maitrise recherche,Génie minéral,20173,20173,5,3.40,2017/18
10209761,M,1,Certificat,Cybersécurité des réseaux informatiques,20171,20181,3,3.42,2017/18
10122842,F,1,Certificat,Cyberfraude,20171,20191,5,2.09,2018/19
10122842,F,1,Certificat,Cyberenquête,20173,20191,4,2.55,2018/19
10209763,M,1,Certificat,Cybersécurité des réseaux informatiques,20171,20201,7,3.95,2019/20
10122846,M,1,Certificat,Cybersécurité des réseaux informatiques,20171,20193,6,3.92,2019/20
10122848,M,1,Certificat,Cyberfraude,20171,20201,5,3.45,2019/20
10209771,M,1,Certificat,Cybersécurité des réseaux informatiques,20173,20193,5,3.35,2019/20
10209807,M,2,Maitrise professionn,Génie énergétique,20173,20191,5,3.77,2018/19
10209829,M,1,Certificat,Cybersécurité des réseaux informatiques,20183,20192,3,3.69,2018/19
10209829,M,1,Certificat,Cyberenquête,20171,20183,4,3.65,2018/19
10122910,F,1,Certificat,Cyberenquête,20171,20181,3,2.77,2017/18
10122946,M,1,Certificat,Cybersécurité des réseaux informatiques,20171,20193,6,4.00,2019/20
10122988,M,1,Certificat,Techn. biomédicales-instrum.(stage),20173,20182,3,2.45,2017/18
10209925,M,1,Certificat,Cybersécurité des réseaux informatiques,20171,20191,5,2.90,2018/19
10209931,F,1,Certificat,Perfect. en ing. des dipl. en génie de l'étranger,20171,20173,3,3.05,2017/18
10123038,M,2,Maitrise professionn,Génie civil,20191,20191,1,3.63,2018/19
10123046,M,2,Maitrise recherche,Génie informatique,20192,20193,6,3.20,2019/20
10123132,F,2,Maitrise recherche,Génie électrique,20173,20192,6,3.38,2018/19
10123288,M,2,Maitrise recherche,Génie informatique,20173,20192,6,4.00,2018/19
10210213,M,2,Maitrise professionn,Génie électrique,20173,20191,4,3.77,2018/19
10123326,F,2,Maitrise professionn,Génie chimique,20173,20191,5,3.33,2018/19
10210253,M,2,Maitrise recherche,Génie civil,20173,20193,4,3.72,2019/20
10210255,F,2,Maitrise professionn,Génie énergétique,20173,20191,4,3.87,2018/19
10123520,M,1,Certificat,Mécanique du bâtiment,20173,20183,3,1.82,2018/19
10210441,M,1,Certificat,Techn. biomédicales-instrum.(stage),20173,20182,3,3.00,2017/18
10123522,M,2,Maitrise recherche,Génie mécanique,20173,20193,7,3.13,2019/20
10210449,M,2,Maitrise recherche,Génie informatique,20173,20201,8,3.32,2019/20
10123584,F,2,Maitrise recherche,Génie biomédical,20183,20193,5,3.83,2019/20
10210507,M,1,Certificat,Cybersécurité des réseaux informatiques,20173,20191,4,3.55,2018/19
10123648,F,1,Certificat,Cyberenquête,20173,20183,3,3.60,2018/19
10123708,F,1,Certificat,Cybersécurité des réseaux informatiques,20181,20181,1,3.25,2017/18
10210637,M,2,Maitrise professionn,Génie énergétique,20173,20192,6,3.30,2018/19
10123722,M,2,Maitrise recherche,Génie informatique,20181,20192,6,3.90,2018/19
10210643,M,2,Maitrise professionn,Génie industriel,20181,20191,4,3.50,2018/19
10123724,M,2,Maitrise recherche,Génie biomédical,20183,20201,6,3.97,2019/20
10123730,M,1,Certificat,Cyberenquête,20173,20201,4,3.45,2019/20
10123732,M,1,Certificat,Cybersécurité des réseaux informatiques,20173,20191,4,3.79,2018/19
10210653,F,1,Certificat,Cyberenquête,20173,20193,5,3.35,2019/20
10210687,F,1,Certificat,Cyberenquête,20173,20183,3,3.70,2018/19
10123768,M,1,Certificat,Cyberenquête,20173,20193,5,3.15,2019/20
10123930,M,1,Certificat,Cybersécurité des réseaux informatiques,20191,20193,3,3.70,2019/20
10210981,M,2,Maitrise recherche,Génie chimique,20173,20193,7,3.29,2019/20
10124074,F,2,Maitrise recherche,Génie biomédical,20173,20192,6,3.90,2018/19
10124076,M,2,Maitrise recherche,Génie informatique,20173,20192,6,4.00,2018/19
10210997,M,2,Maitrise recherche,Génie énergétique,20173,20191,5,3.91,2018/19
10124078,M,2,Maitrise recherche,Génie mécanique,20173,20192,6,4.00,2018/19
10210999,M,2,Maitrise recherche,Génie civil,20182,20193,3,3.81,2019/20
10124080,M,2,Maitrise recherche,Génie chimique,20173,20192,6,3.91,2018/19
10211001,M,2,Maitrise recherche,Génie énergétique,20173,20192,6,4.00,2018/19
10124082,M,2,Maitrise recherche,Génie industriel,20173,20193,7,3.50,2019/20
10211003,M,2,Maitrise recherche,Génie physique,20173,20192,6,3.97,2018/19
10211011,F,2,Maitrise recherche,Mathématiques appliquées,20173,20193,7,4.00,2019/20
10211013,M,2,Maitrise recherche,Génie électrique,20173,20192,6,4.00,2018/19
10211021,M,1,Certificat,Cybersécurité des réseaux informatiques,20173,20182,2,3.80,2017/18
10124150,M,2,Maitrise professionn,Génie industriel,20173,20191,5,3.70,2018/19
10124162,F,2,Maitrise recherche,Génie industriel,20182,20201,7,3.91,2019/20
10124168,M,2,Maitrise professionn,Génie mécanique,20173,20191,4,3.40,2018/19
10211237,M,1,Certificat,Techn. biomédicales-instrum.(stage),20173,20182,3,3.60,2017/18
10124320,M,1,Certificat,Techn. biomédicales-instrum.(stage),20173,20182,3,3.80,2017/18
10211241,M,1,Certificat,Cyberfraude,20173,20201,7,2.94,2019/20
10124322,M,1,Certificat,Cybersécurité des réseaux informatiques,20173,20193,5,3.80,2019/20
10211261,M,2,Maitrise professionn,Génie chimique,20173,20192,5,3.60,2018/19
10211271,M,2,Maitrise recherche,Génie électrique,20173,20193,7,3.80,2019/20
10124356,M,2,Maitrise recherche,Génie énergétique,20181,20201,7,3.15,2019/20
10124364,F,1,Certificat,Cybersécurité des réseaux informatiques,20173,20183,3,3.45,2018/19
10211285,M,2,Maitrise recherche,Génie civil,20173,20192,4,3.32,2018/19
10124400,M,2,Maitrise recherche,Génie physique,20181,20201,6,3.38,2019/20
10211321,F,2,Maitrise professionn,Génie informatique,20181,20191,4,3.83,2018/19
10124402,M,2,Maitrise professionn,Génie informatique,20181,20192,5,3.78,2018/19
10211579,M,2,Maitrise professionn,Génie biomédical,20173,20183,4,3.96,2018/19
10211587,M,2,Maitrise recherche,Génie aérospatial,20173,20192,6,4.00,2018/19
10124668,M,2,Maitrise professionn,Génie électrique,20181,20191,4,3.23,2018/19
10211601,M,1,Certificat,Cybersécurité des réseaux informatiques,20173,20191,4,2.70,2018/19
10124726,F,2,Maitrise recherche,Génie biomédical,20173,20192,6,3.43,2018/19
10211647,F,2,Maitrise recherche,Génie biomédical,20181,20193,6,3.43,2019/20
10124728,F,2,Maitrise recherche,Génie chimique,20182,20192,6,4.00,2018/19
10125504,M,2,Maitrise professionn,Génie informatique,20191,20192,4,3.47,2018/19
10212435,M,1,Certificat,Cybersécurité des réseaux informatiques,20173,20183,2,2.60,2018/19
10212439,F,1,Certificat,Cyberenquête,20173,20183,3,3.30,2018/19
10212439,F,1,Certificat,Cyberfraude,20183,20193,4,3.65,2019/20
10212451,F,1,Certificat,Cyberenquête,20181,20192,4,2.23,2018/19
10125532,M,1,Certificat,Mécanique du bâtiment,20173,20183,3,3.09,2018/19
10125542,M,1,Certificat,Cybersécurité des réseaux informatiques,20173,20183,3,3.58,2018/19
10212467,M,1,Certificat,Cyberenquête,20183,20193,3,2.62,2019/20
10212469,M,1,Certificat,Cybersécurité des réseaux informatiques,20183,20193,4,3.15,2019/20
10212469,M,1,Certificat,Cyberenquête,20173,20183,2,3.45,2018/19
10212475,M,1,Certificat,Cybersécurité des réseaux informatiques,20173,20193,5,3.45,2019/20
10125558,M,1,Certificat,Cyberenquête,20173,20201,7,3.80,2019/20
10125560,M,1,Certificat,Cyberenquête,20173,20193,6,3.15,2019/20
10212481,F,1,Certificat,Cyberenquête,20173,20183,3,3.25,2018/19
10125562,M,1,Certificat,Cybersécurité des réseaux informatiques,20173,20191,4,2.75,2018/19
10212483,M,1,Certificat,Cybersécurité des réseaux informatiques,20173,20201,7,3.75,2019/20
10212501,F,2,Maitrise recherche,Génie industriel,20191,20193,5,4.00,2019/20
10212513,M,2,Maitrise professionn,Génie aérospatial,20181,20193,6,3.57,2019/20
10212519,M,2,Maitrise professionn,Génie mécanique,20181,20191,4,3.76,2018/19
10212527,M,2,Maitrise recherche,Génie informatique,20181,20192,5,4.00,2018/19
10125610,M,2,Maitrise professionn,Génie industriel,20181,20192,5,3.40,2018/19
10212537,F,2,Maitrise recherche,Génie énergétique,20173,20192,6,4.00,2018/19
10212539,M,2,Maitrise professionn,Génie aérospatial,20181,20193,5,3.84,2019/20
10125624,M,2,Maitrise professionn,Génie électrique,20173,20191,4,3.53,2018/19
10212545,F,2,Maitrise recherche,Génie industriel,20173,20193,7,3.72,2019/20
10125626,M,2,Maitrise professionn,Génie énergétique,20182,20193,5,3.37,2019/20
10212551,M,2,Maitrise professionn,Génie aérospatial,20181,20192,5,3.62,2018/19
10125632,F,1,Bac,Génie chimique,20173,20193,5,3.43,2019/20
10212553,M,1,Bac,Génie chimique,20173,20191,4,3.87,2018/19
10125634,M,1,Bac,Génie chimique,20173,20191,4,3.68,2018/19
10212555,M,1,Bac,Génie chimique,20173,20191,4,3.17,2018/19
10125636,M,1,Bac,Génie chimique,20173,20191,4,3.77,2018/19
10125640,F,1,Certificat,Cybersécurité des réseaux informatiques,20173,20191,4,3.85,2018/19
10212561,M,1,Certificat,Cybersécurité des réseaux informatiques,20173,20183,3,2.36,2018/19
10125642,M,1,Certificat,Cybersécurité des réseaux informatiques,20173,20201,7,3.90,2019/20
10212565,F,1,Certificat,Cyberenquête,20173,20192,5,3.85,2018/19
10125654,M,1,Certificat,Cybersécurité des réseaux informatiques,20173,20181,2,3.00,2017/18
10125654,M,1,Certificat,Cyberfraude,20183,20201,4,2.95,2019/20
10125656,F,1,Certificat,Techn. biomédicales-instrum.(stage),20173,20182,3,3.55,2017/18
10125660,F,1,Bac,Génie chimique,20173,20191,4,3.76,2018/19
10212585,M,2,Maitrise professionn,Génie électrique,20173,20191,5,3.37,2018/19
10212591,M,2,Maitrise professionn,Génie électrique,20173,20191,5,3.60,2018/19
10125694,F,1,Bac,Génie chimique,20173,20191,4,3.25,2018/19
10125700,M,1,Certificat,Cybersécurité des réseaux informatiques,20173,20191,4,3.55,2018/19
10212621,F,1,Certificat,Cyberenquête,20173,20193,6,2.75,2019/20
10125702,M,1,Certificat,Cyberenquête,20173,20191,4,3.32,2018/19
10212623,M,1,Certificat,Cybersécurité des réseaux informatiques,20173,20191,4,3.05,2018/19
10212623,M,1,Certificat,Cyberfraude,20183,20193,3,3.15,2019/20
10125706,M,1,Bac,Génie chimique,20173,20193,5,2.83,2019/20
10125742,M,2,Maitrise professionn,Génie industriel,20181,20191,4,3.33,2018/19
10125754,M,2,Maitrise professionn,Génie électrique,20173,20191,4,3.87,2018/19
10212683,M,1,Certificat,Cyberenquête,20173,20183,2,3.28,2018/19
10212683,M,1,Certificat,Cyberfraude,20183,20191,2,2.40,2018/19
10212683,M,1,Certificat,Cybersécurité des réseaux informatiques,20193,20193,1,2.90,2019/20
10125764,M,1,Certificat,Cybersécurité des réseaux informatiques,20173,20193,5,3.35,2019/20
10125770,M,1,Certificat,Cybersécurité des réseaux informatiques,20173,20191,3,2.80,2018/19
10212693,F,1,Certificat,Technologies biomédicales - instr. électronique,20173,20191,4,3.00,2018/19
10125782,F,2,Maitrise professionn,Génie civil,20173,20191,5,3.97,2018/19
10212707,F,2,Maitrise professionn,Génie chimique,20173,20193,6,3.53,2019/20
10125798,M,2,Maitrise recherche,Génie chimique,20181,20201,7,3.90,2019/20
10125804,F,2,Maitrise professionn,Génie industriel,20191,20193,4,3.97,2019/20
10212725,F,2,Maitrise professionn,Génie mécanique,20181,20191,3,4.00,2018/19
10212735,M,1,Certificat,Cybersécurité des réseaux informatiques,20173,20193,6,3.70,2019/20
10125820,M,1,Certificat,Cybersécurité des réseaux informatiques,20173,20183,2,3.50,2018/19
10125820,M,1,Certificat,Cyberenquête,20183,20191,2,3.80,2018/19
10212743,M,2,Maitrise professionn,Génie mécanique,20181,20191,3,4.00,2018/19
10212751,F,2,Maitrise professionn,Génie énergétique,20192,20193,2,3.43,2019/20
10125836,F,2,Maitrise professionn,Génie industriel,20181,20193,5,3.00,2019/20
10212761,F,2,Maitrise professionn,Génie énergétique,20173,20192,5,3.10,2018/19
10212775,M,1,Certificat,Technologies biomédicales - instr. électronique,20173,20183,3,3.25,2018/19
10125880,M,2,Maitrise professionn,Génie énergétique,20173,20193,6,3.37,2019/20
10212801,M,2,Maitrise professionn,Génie électrique,20181,20193,5,3.37,2019/20
